iter	RMSE
143	64667995.8
144	64643761.43
145	64605673.51
146	64587489.36
147	64568523.02
148	64556530.26
149	64529767.62
150	64501321.72
151	64461778.91
152	64443856.91
153	64407976.92
154	64383099.45
155	64374412.08
156	64355484.27
157	64323567.07
158	64290965.48
159	64275660.62
160	64264908.21
161	64253829.19
162	64233128.09
163	64218980.37
164	64181298.94
165	64177015.88
166	64139213.25
167	64103869.15
168	64088578.78
169	64063067.06
170	64042381.57
171	64010564.55
172	63978984.25
173	63955621.61
174	63934006.29
175	63920203.1
176	63903856.81
177	63881330.8
178	63847104.13
179	63832643.32
180	63815012.95
181	63791225.34
182	63765561.71
183	63748198.67
184	63736499.61
185	63725338.87
186	63690031.23
187	63673090.67
188	63656329.45
189	63647379.37
190	63614815.33
191	63597633.39
192	63577834.19
193	63544816.69
194	63523416.22
195	63509954
196	63494980.47
197	63471499.85
198	63432859.16
199	63409038.1
200	63402118.85
201	63385404.83
202	63368512.89
203	63358066.73
204	63347708.27
205	63336077.26
206	63330216.65
207	63297582.31
208	63287030.04
209	63272640.81
210	63247494.22
211	63237641.84
212	63229962.53
213	63219668.92
214	63192717.59
215	63163476.63
216	63141240
217	63120551.55
218	63096701.09
219	63076736.81
220	63063842.4
221	63057153.76
222	63049437.68
223	63042250.4
224	63024229.08
225	62996960.24
226	62974840.6
227	62959447.76
228	62952752.75
229	62937856.02
230	62919094.08
231	62899378.05
232	62890226.16
233	62885934.86
234	62860557.45
235	62836651.94
236	62816062.94
237	62797849.98
238	62780188.76
239	62769634.55
240	62759787.51
241	62739809.65
242	62720275.6
243	62711083.74
244	62688991.23
245	62671366.06
246	62655862.4
247	62639073.97
248	62633851.81
249	62625435.92
250	62621479.72
251	62605377.56
252	62601687.29
253	62586554.66
254	62570280.23
255	62566057.77
256	62550889.02
257	62538496.15
258	62523688.48
259	62508514.35
260	62488163.33
261	62476773.23
262	62464497.58
263	62445783.59
264	62441852.03
265	62426133.79
266	62411645.47
267	62400325.44
268	62386471.51
269	62382806.98
270	62369429.68
271	62360056.18
272	62346323.61
273	62330232.75
274	62321588.94
275	62309219.15
276	62298567.21
277	62288175.28
278	62285335.73
279	62275033.66
280	62263166.89
281	62248323.67
282	62238581.6
283	62235340.98
284	62227838.62
285	62220792.59
286	62208078.23
287	62197138.22
288	62182613.59
289	62174277.8
290	62163526.62
291	62153483.2
292	62147403.72
293	62145250.86
294	62142305.9
295	62129637.11
296	62120554.32
297	62114214.15
298	62111957.36
299	62100277.57
300	62093891.48
301	62085224.54
302	62076776.5
303	62070882.06
304	62061660.8
305	62050886.81
306	62043854.93
307	62036957.01
308	62023602.86
309	62015508.13
310	62004698.95
311	61999277.17
312	61996671.28
313	61991671.02
314	61979275.35
315	61971550.06
316	61959438.24
317	61951668.39
318	61945100.59
319	61938973.11
320	61935485.97
321	61933295.73
322	61928537.67
323	61925565.31
324	61919184.16
325	61903196.31
326	61890103.06
327	61877282.91
328	61868884.18
329	61867025.31
330	61860445.11
331	61852957.01
332	61850754.33
333	61844768.69
334	61837212.1
335	61835360.55
336	61833417
337	61826370.15
338	61819164.55
339	61804136.42
340	61798348.94
341	61796385.36
342	61792468.8
343	61786826.85
344	61783244.58
345	61775614.76
346	61769618.55
347	61762935.18
348	61755443.22
349	61748901
350	61743730.52
351	61736118.8
352	61729822.35
353	61722720.16
354	61719513
355	61712426.23
356	61708542.57
357	61702139.58
358	61696339
359	61689882.44
360	61686599.66
361	61680601.39
362	61679210.61
363	61677493.1
364	61670384.2
365	61668772.62
366	61662964.11
367	61657550.2
368	61652532.98
369	61645874.32
370	61638464.83
371	61633510.73
372	61628391.88
373	61624276.7
374	61612952.17
375	61610210.16
376	61605294.89
377	61602429.27
378	61595457.25
379	61592275.4
380	61582627.71
381	61577971.98
382	61565636.03
383	61559600.13
384	61557050.38
385	61552890.49
386	61547848.79
387	61536331.19
388	61528092.33
389	61526585.64
390	61521187.84
391	61518941.61
392	61516619.37
393	61513838.61
394	61512477.38
395	61508217.07
396	61502965.14
397	61494139.89
398	61488907.61
399	61484213.61
400	61479929.62
401	61478423.23
402	61476147.22
403	61473833.47
404	61467975.24
405	61464363.65
406	61459500.76
407	61455332.41
408	61453372.59
409	61449820.02
410	61448768.59
411	61442636.37
412	61438543.87
413	61434747.37
414	61434110.95
415	61424167.91
416	61415530.52
417	61411720.97
418	61405945.05
419	61401191.87
420	61397649.66
421	61389730.19
422	61387155.62
423	61384717.49
424	61381869.45
425	61380798.89
426	61375994.66
427	61372724.96
428	61368035.34
429	61360865.72
430	61357317.49
431	61348112.5
432	61345808.05
433	61337821.25
434	61328116.69
435	61320298.26
436	61319593.91
437	61316291.71
438	61313901.85
439	61309902.83
440	61305353.9
441	61302352.35
442	61301798.58
443	61300177.63
444	61292913.98
445	61288834.81
446	61282012.72
447	61279038.46
448	61278507.47
449	61272339.09
450	61268538.8
451	61264263.29
452	61262648.22
453	61260701.7
454	61254985.24
455	61251561.56
456	61249443.91
457	61249105.27
458	61246164.5
459	61245329.73
460	61242111.46
461	61238920.23
462	61234284.2
463	61228551.01
464	61225515.79
465	61220986
466	61213228.01
467	61205576.37
468	61203433.99
469	61199828.31
470	61196989.78
471	61194852.22
472	61192081.09
473	61189188.99
474	61188393.71
475	61185164.35
476	61179080.44
477	61177816.26
478	61174755.27
479	61173968.21
480	61173579.03
481	61171738.95
482	61171174.99
483	61170396.62
484	61169169.46
485	61168898.51
486	61166041.9
487	61163374.75
488	61155779.77
489	61148686.52
490	61146381.44
491	61145072.88
492	61138003.12
493	61133984.2
494	61132339.07
495	61128729.43
496	61126225.44
497	61123439.86
498	61117002.16
499	61111974.97
500	61108457.66
501	61105298.88
502	61102016.66
503	61098256.43
504	61096030.07
505	61093878.66
506	61092237.49
507	61089648.91
508	61083457.89
509	61078239.79
510	61076715.34
511	61076465.91
512	61074204.81
513	61071793.73
514	61069546.8
515	61066794.21
516	61064815.87
517	61063528.05
518	61061242.29
519	61058917.5
520	61056682.37
521	61055691.43
522	61053461.58
523	61050833.6
524	61045894.63
525	61043307.38
526	61043149.25
527	61041083.61
528	61038668.89
529	61037653
530	61036985.78
531	61035008.35
532	61033185.65
533	61027262.08
534	61025493.93
535	61023519.41
536	61020571.13
537	61020087.35
538	61018171.22
539	61016096.56
540	61011466.42
541	61010803.14
542	61008533.94
543	61007313.43
544	61001798.76
545	60999848.77
546	60998830.01
547	60994581.79
548	60989449.16
549	60988307.07
550	60986191.44
551	60985601.69
552	60980824.54
553	60980614.9
554	60976932.16
555	60976829.05
556	60971085.11
557	60969952.08
558	60969853.13
559	60968017.87
560	60967365.8
561	60965422.18
562	60963450.57
563	60959444.52
564	60957306.2
565	60954789.86
566	60954695.51
567	60952857.53
568	60952258.17
569	60949141.81
570	60948180.11
571	60946453.23
572	60944632.48
573	60943084.13
574	60939734.63
575	60938816.19
576	60932300.69
577	60930962.37
578	60930421.84
579	60929496.31
580	60927899.86
581	60927816.26
582	60926883.07
583	60926869.3
584	60925431.11
585	60923594.8
586	60918469.1
587	60917224.99
588	60916857.92
589	60914469.81
590	60912802.79
591	60909771.34
592	60906225.59
593	60903835.9
594	60901992.82
595	60900987.9
596	60897967.53
597	60896169.87
598	60895392.99
599	60893670.97
600	60892166.09
601	60887370.28
602	60884460.25
603	60883170.06
604	60882653.97
605	60881556.07
606	60877070.43
607	60874326.79
608	60872355.8
609	60870977.62
610	60869859.06
611	60867648.61
612	60867382.57
613	60865839.61
614	60863060.69
615	60862738.71
616	60861537.25
617	60860097.33
618	60858913.53
619	60857600.17
620	60856854.24
621	60854853.29
622	60851678.06
623	60849849.65
624	60848459.3
625	60846868.68
626	60844113.09
627	60843450.26
628	60842077.02
629	60840788.88
630	60838823.08
631	60838477.93
632	60836449.32
633	60833537.01
634	60833478.07
635	60831936.72
636	60831472.56
637	60830413.11
638	60829342.7
639	60825139.68
640	60823654.07
641	60821886.98
642	60819981.14
643	60818943.43
644	60817756.36
645	60815335.97
646	60814226.6
647	60813220.73
648	60809386.03
649	60808793.95
650	60805261.96
651	60804232.09
652	60800526.61
653	60800126.47
654	60796937.34
655	60795860.62
656	60793805.48
657	60792992.62
658	60790019.99
659	60789800.42
660	60788800.29
661	60787606.27
662	60787437.52
663	60786454.97
664	60785795.1
665	60784993.14
666	60784883.37
667	60782839.77
668	60781707.13
669	60780551.99
670	60780230.97
671	60779825.25
672	60778368.79
673	60775532.26
674	60774826.79
675	60774718.51
676	60773999.81
677	60771231.11
678	60770129.35
679	60769236.41
680	60767670.06
681	60764204.21
682	60764194.46
683	60764185.33
684	60763398.4
685	60760775.3
686	60758254.04
687	60756037.91
688	60755436.31
689	60754515.84
690	60753804.61
691	60753616.29
692	60752524.9
693	60752383.57
694	60750900.46
695	60748440.68
696	60748239.53
697	60747977.68
698	60747844.6
699	60746866.47
700	60746820.26
701	60746749.95
702	60745813.65
703	60744956.56
704	60742628.72
705	60742620.03
706	60740079.16
707	60739088.31
708	60738025.58
709	60737902.43
710	60736647.61
711	60733769.49
712	60730680.67
713	60727794.11
714	60727119.52
715	60727072.1
716	60725247.69
717	60724910.11
718	60724575.4
719	60723613.7
720	60722572.54
721	60721618.5
722	60720597.05
723	60719641.64
724	60719459.12
725	60718741.5
726	60717367.84
727	60716951.98
728	60716642.75
729	60716226.38
730	60714081.7
731	60713550.78
732	60712319.6
733	60710474.87
734	60709766.32
735	60708755.39
736	60707089.33
737	60705261.08
738	60704046.73
739	60703181.07
740	60702678.51
741	60701109.33
742	60698466.29
743	60697795.62
744	60696998.32
745	60695761.59
746	60695601.54
747	60695420.23
748	60694490.8
749	60692638.47
750	60691478.55
751	60690963.64
752	60690119.42
753	60689505.34
754	60687733.15
755	60687157.91
756	60685852.02
757	60685153.29
758	60682579.81
759	60682211.02
760	60681963.42
761	60681116.87
762	60678822.75
763	60678139.32
764	60676338.71
765	60676261.74
766	60675138.07
767	60673874.06
768	60672485.39
769	60670705.47
770	60669658.56
771	60669654.14
772	60668408.57
773	60667494.08
774	60667488.38
775	60666680.8
776	60663946.95
777	60663899.74
778	60663468.41
779	60661091.24
780	60660642.29
781	60660457.51
782	60659192.49
783	60657695.34
784	60657599.12
785	60656028.53
786	60655986.9
787	60655598
788	60654952.31
789	60653544.7
790	60653001.06
791	60652276.12
792	60651718.18
793	60651162.55
794	60650832.86
795	60649949.98
796	60648815.21
797	60648634.26
798	60648410.05
799	60647749.6
800	60646330.84
801	60646196.5
802	60645359.41
803	60643760.68
804	60643698.23
805	60641984.64
806	60641231.9
807	60639556.1
808	60639512.73
809	60637287.71
810	60636482.1
811	60636333.18
812	60635610.29
813	60635512.2
814	60634988.03
815	60634974.42
816	60634449.7
817	60634317.53
818	60633242.47
819	60632988.87
820	60631657.52
821	60630632.43
822	60630316.18
823	60629984.5
824	60628713.38
825	60628709.11
826	60627491.22
827	60625027.8
828	60624539.5
829	60623577.05
830	60623527.3
831	60622083.76
832	60620958.12
833	60620276.72
834	60618187.34
835	60618110.04
836	60615890.18
837	60614900.88
838	60614373.08
839	60614336.09
840	60613416.9
841	60613132.63
842	60612590.93
843	60612547.76
844	60612400.33
845	60612095.7
846	60610484.4
847	60609110.71
848	60608899.49
849	60607495.68
850	60607450.06
851	60606801.27
852	60605359.06
853	60604940.67
854	60604816.7
855	60604247.74
856	60604143.98
857	60602503.03
858	60601698.03
859	60599964.55
860	60599908.42
861	60599305.21
862	60598751.55
863	60597924.93
864	60597814.23
865	60597699.6
866	60595107.27
867	60594576.41
868	60594351.59
869	60592971.9
870	60592498.52
871	60591563.77
872	60589949.58
873	60589111.6
874	60587861.98
875	60587625.22
876	60587539.34
877	60585700.44
878	60584791.18
879	60584774.96
880	60584423.63
881	60584210.25
882	60582930.31
883	60582461.71
884	60582428.22
885	60581256.31
886	60580702.74
887	60580173.17
888	60579365.09
889	60579351.88
890	60578218.58
891	60577489.07
892	60577427.81
893	60576734.85
894	60576310.39
895	60575775.78
896	60575762.92
897	60574696.94
898	60574626.62
899	60574390.59
900	60574170.6
901	60573252.71
902	60572719.37
903	60571371.07
904	60571349.1
905	60570306.79
906	60569880.94
907	60569186.39
908	60568056.43
909	60568015.54
910	60566943.56
911	60566200.59
912	60565184.47
913	60565072.46
914	60564028.67
915	60563544.05
916	60562756.85
917	60562097.46
918	60561605.5
919	60561478.31
920	60561000.97
921	60560941.41
922	60560243.25
923	60560010.06
924	60558941.64
925	60556568.46
926	60556253.61
927	60556223.24
928	60555577.37
929	60554933.78
930	60554201.42
931	60553148.17
932	60552925.17
933	60552635.17
934	60552606.88
935	60552443.9
936	60552364.92
937	60551344.09
938	60550383.19
939	60549645.95
940	60547419.78
941	60547286.2
942	60545198.34
943	60545185.03
944	60544837.55
945	60544277.19
946	60543346.17
947	60543318.62
948	60542668.74
949	60541663.16
950	60541118.18
951	60540174.52
952	60540140.45
953	60538584.32
954	60538260.83
955	60537442.9
956	60536809.73
957	60536691.42
958	60535950.77
959	60535231.67
960	60534708.05
961	60533501.56
962	60531677.86
963	60531217.17
964	60531194.62
965	60530962.74
966	60530923.2
967	60530878.1
968	60529816.56
969	60529783.33
970	60529775.59
971	60529642.11
972	60529295.51
973	60529278.87
974	60528756.05
975	60528327.73
976	60528321.7
977	60527844.71
978	60527778.8
979	60527331.34
980	60527302.03
981	60526644.58
982	60526611.75
983	60525998.01
984	60525990.83
985	60525962.04
986	60524401.42
987	60524341.67
988	60524337.76
989	60522667.16
990	60521981.64
991	60521883.2
992	60521672.82
993	60521013.52
994	60520627.53
995	60520613.03
996	60520125.74
997	60520111.35
998	60519801.35
999	60519768.76
